linker,family,smiles,yield,purity,reproducibility
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0,0.59,1
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.15,0.62,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.13,0.51,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.83,0.4,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.51,0.58,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.49,0.57,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.46,0.74,1
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.39,0.71,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.54,0.68,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.56,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.52,0.67,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.42,0.67,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.28,0.51,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.66,0.57,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.4,0.44,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.65,0.61,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.87,0.9,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.3,0.66,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.51,0.61,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.43,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.23,0.62,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.31,0.58,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.14,0.45,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.84,0.41,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.51,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.57,0.59,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.74,0.83,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.44,0.62,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.41,0.63,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.44,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.45,0.65,1
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.44,0.53,1
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.43,0.49,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.66,0.52,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.4,0.55,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.64,0.67,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.57,0.71,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.33,0.68,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0,0.66,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.39,0.46,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.22,0.65,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.37,0.51,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.14,0.5,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.81,0.85,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.61,0.57,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.52,0.64,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0,0.66,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.6,0.72,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.64,0.72,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.63,0.51,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.53,0.67,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.66,0.57,0.25
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.44,0.54,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.57,0.59,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.49,0.52,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.58,0.6,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.77,0.49,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.39,0.7,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.41,0.63,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.46,0.52,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.26,0.64,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.4,0.44,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.16,0.47,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.76,0.46,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.6,0.51,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.54,0.63,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.57,0.65,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.58,0.69,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.58,0.7,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.7,0.56,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.53,0.65,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.55,0.48,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.48,0.54,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.53,0.62,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.38,0.5
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.57,0.6,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.79,0.87,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.38,0.67,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.23,0.56,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.4,0.51,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.37,0.56,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.27,0.46,1
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.16,0.44,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.74,0.85,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.46,0.48,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.44,0.64,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.54,0.65,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.46,0.74,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.55,0.62,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.36,0.55,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.66,0.6,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.52,0.46,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.47,0.46,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.56,0.6,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.35,0.4,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.51,0.63,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.72,0.47,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.27,0.68,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0,0.54,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0,0.45,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.19,0.54,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.31,0.44,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.08,0.41,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.52,0.72,0.25
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.47,0.51,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.38,0.65,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0,0.6,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,0.71,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.43,0.64,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.55,0.58,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.51,0.56,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.47,0.49,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.52,0.48,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.64,0.62,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.2,0.41,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.58,0.64,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.8,0.38,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.17,0.64,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.26,0.52,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.22,0.51,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.15,0.49,1
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.11,0.43,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.18,0.36,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.76,0.43,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.37,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.37,0.54,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.66,0.58,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.25,0.66,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.38,0.61,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.52,0.52,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.39,0.58,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.38,0.43,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.42,0.42,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.56,0.66,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.25,0.34,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.5,0.54,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.87,0.32,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.18,0.59,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.29,0.5,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.21,0.52,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.1,0.48,1
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.09,0.37,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.05,0.32,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.52,0.65,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.51,0.37,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.49,0.58,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.56,0.59,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.33,0.64,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.41,0.56,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.45,0.55,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.4,0.47,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.49,0.48,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.48,0.38,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.52,0.6,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.19,0.45,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.55,0.6,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.77,0.57,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.33,0.69,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.32,0.61,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.25,0.56,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.18,0.61,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.21,0.67,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.13,0.46,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.76,0.44,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.57,0.55,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.38,0.6,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.56,0.68,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.31,0.7,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.49,0.65,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.42,0.62,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.44,0.65,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.36,0.69,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.4,0.49,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.58,0.63,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.21,0.43,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0,0.51,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0,0.63,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.18,0.58,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.31,0.59,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.34,0.54,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.15,0.62,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0,0.6,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.11,0.42,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.79,0.38,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.51,0.56,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.51,0.52,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.55,0.64,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.44,0.62,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.54,0.65,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.53,0.55,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0,0.6,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.43,0.62,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.28,0.46,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.68,0.62,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.25,0.53,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0,0.53,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.8,0.55,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.37,0.69,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.26,0.68,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.32,0.57,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.3,0.62,1
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.2,0.63,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.07,0.5,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.73,0.43,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.53,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.48,0.57,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.61,0.75,1
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.37,0.71,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.58,0.68,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.52,0.61,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.55,0.68,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.44,0.67,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.4,0.53,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.64,0.57,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.48,0.45,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.68,0.61,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.56,0.73,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.34,0.67,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0,0.56,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.44,0.48,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.21,0.62,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.26,0.57,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.16,0.46,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0,0.59,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0,0.51,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.48,0.58,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,0.53,0.64,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0,0.58,1
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.73,0.43,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.68,0.51,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.36,0.64,1
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.62,0.55,1
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.31,0.48,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0,0.46,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.58,0.57,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0,0.61,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.87,0.47,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.44,0.69,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.51,0.7,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.48,0.47,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.3,0.66,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.27,0.5,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.27,0.51,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.78,0.42,1
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.47,0.56,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.36,0.62,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.55,0.71,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.49,0.71,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.69,0.72,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.73,0.3,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.7,0.68,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.61,0.56,0.25
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.44,0.54,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0,0.53,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.43,0.51,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.58,0.6,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.52,0.7,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.53,0.72,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.47,0.64,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.39,0.51,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.32,0.65,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.3,0.43,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.21,0.47,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.72,0.46,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.65,0.51,1
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.57,0.63,1
2-methylimidazole,Azole,Cc1ncc[nH]1,0.59,0.65,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,0.54,0.69,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,0.73,0.87,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,0.66,0.55,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,0.6,0.65,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,0.67,0.49,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,0.51,0.55,1
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,0.53,0.62,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,0.46,0.43,0.5
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,0.61,0.6,1
