linker,family,smiles,MW,logP,TPSA,n_rings,temperature,time_h,concentration_M,solvent_DMF,expected_yield,yield,purity,reproducibility
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.05,1,0.34785433465843457,0.4478543346584346,0.5757906561573873,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.05,1,0.5068931411621604,0.5095882688816928,0.6155533922003217,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.05,1,0.3141447988142736,0.4141447988142736,0.6955801271723872,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.05,1,0.42764207586821523,0.45031165326897526,0.5442399194806619,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.05,1,0.4196016941937335,0.2937211859356134,0.7217584499917389,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.05,1,0.38019674211703514,0.37538054090701767,0.519152244357784,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.05,1,0.38019674211703514,0.3505868498801501,0.5499554779944946,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.05,1,0.37762396820969013,0.41052013326459336,0.43134453521607774,0.25
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.05,1,0.48748847460924694,0.3412419322264728,0.7059952882691454,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.1,0,0.24982714408864728,0.2617357074783988,0.41576658859351734,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.1,0,0.5121407595974006,0.495396823787753,0.5817007223388033,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.1,0,0.7507790960211032,0.7677240911331904,0.4770621749398058,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.1,0,0.2165806788161575,0.23141189528010472,0.6296198495620886,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.1,0,0.2627910716568158,0.234212482833416,0.54783342707715,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.1,0,0.23995808460192222,0.2979144975454557,0.6724176558689264,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.1,0,0.1363418006378074,0.17979175113277968,0.4662197215465034,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.1,0,0.1363418006378074,0.1108864805042253,0.6416469631103733,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.1,0,0.07158737131524662,0.03916244074212629,0.3261325464305159,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.1,0,0.7208334062706978,0.7102287264870865,0.6069423479474865,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.1,1,0.44982714408864727,0.0,0.37860391551841277,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.1,1,0.3758121128322399,0.2630684789825679,0.5497780556174965,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.1,1,0.5411790960211031,0.5741355061326603,0.595707400620301,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.1,1,0.3224351652231192,0.3247891700061267,0.639788110133007,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.1,1,0.4538529526833658,0.0,0.5035125892691135,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.1,1,0.4488962035753723,0.5488962035753723,0.7091568586113598,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.1,1,0.38805077345173095,0.3859738971593533,0.5448676795052423,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.1,1,0.38805077345173095,0.27163554141621166,0.6541637402720843,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.1,1,0.38118737131524666,0.3815408537668369,0.456142731927688,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.1,1,0.5232334062706978,0.6232334062706978,0.7028303664792649,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.15,0,0.31147607947026534,0.4114760794702653,0.4071916918720311,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.15,0,0.5478696245948063,0.4935576896881079,0.514643102379287,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.15,0,0.7674568051556286,0.7485405648050637,0.37585388513492035,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.15,0,0.24279155563130797,0.16995408894191558,0.6705390180181677,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.15,0,0.32786494789296816,0.29726448272188877,0.5329033382893685,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.15,0,0.29818207912900596,0.2533153852823269,0.6395983875079209,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.15,0,0.15792722860322544,0.17445107368196772,0.4553692187174599,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.15,0,0.15792722860322544,0.18373534314668655,0.6059930988711238,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.15,0,0.08417887096174048,0.08056198103634384,0.31541080626473833,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.15,0,0.7382208051556286,0.707497216350401,0.865938443500722,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.15,1,0.5114760794702654,0.5160544750984317,0.4574123614991728,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.15,1,0.4115409778296455,0.0,0.5465705711785745,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.15,1,0.5578568051556286,0.6578568051556286,0.5771925503637367,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.15,1,0.351729674604758,0.32740989194338094,0.6070127177056005,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.15,1,0.5120769472104495,0.35845386304731464,0.5995361749862353,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.15,1,0.5139700798115246,0.5066385839346854,0.6880453520495273,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.15,1,0.41580346655012557,0.39833836637002534,0.497017351483157,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.15,1,0.41580346655012557,0.4162705470483762,0.6856060543512185,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.15,1,0.3937788709617404,0.49377887096174045,0.4567332529004773,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.15,1,0.5406208051556287,0.5604051273063902,0.667312410191708,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.2,0,0.39026082680570817,0.0,0.30228762353114463,0.5
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.2,0,0.5652492081760416,0.6652492081760416,0.4852067765184015,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.2,0,0.7507790960211032,0.7640883593033422,0.4047191228394546,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.2,0,0.30101555015839176,0.3227696386989819,0.5840171657287946,1.0
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.2,0,0.41102662563593567,0.36012449549496617,0.46105490646961783,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.2,0,0.37258989605692416,0.0,0.5608537812673206,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.2,0,0.2058764005667062,0.19685396187655713,0.49394646855322116,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.2,0,0.2058764005667062,0.0,0.5663108180892529,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.2,0,0.11214922127377092,0.17282473867892323,0.32133160664637384,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.2,0,0.7208334062706977,0.71346092104494,0.47926569491719523,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.2,1,0.5902608268057082,0.6140136013365799,0.3940266716412721,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.2,1,0.428920561410881,0.45921181573688313,0.47905452130094245,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.2,1,0.5411790960211031,0.5585829668429318,0.49723475614692114,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.2,1,0.4168035508409105,0.4345022912066745,0.6212391272549341,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.2,1,0.5864847641383677,0.5531278906576113,0.5441649193354022,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.2,1,0.5971317575544921,0.5940735099268613,0.6437496109312661,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.2,1,0.47745240193174365,0.33421668135222055,0.4951555919395364,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.2,1,0.47745240193174365,0.47323839249468447,0.6724695994753445,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.2,1,0.4217492212737709,0.0,0.31233063687194157,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.2,1,0.5232334062706978,0.0,0.6049965487515743,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.25,0,0.4285840733275966,0.42821280324665834,0.3503681169049044,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.25,0,0.5478696245948063,0.5078186085710489,0.5366780442762488,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.25,0,0.7164931411621605,0.6987135103958773,0.6339226999938328,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.25,0,0.37542336708630997,0.33262241199632486,0.5526445532821288,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.25,0,0.4514789414090401,0.40801814589040203,0.5059415966087448,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.25,0,0.4087840733275966,0.42996829803897063,0.6077769965438222,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.25,0,0.26715342627205063,0.2813823960425307,0.4856523266569424,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.25,0,0.26715342627205063,0.3671534262720506,0.6673866631615233,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.25,0,0.14789415293522185,0.11104430769047179,0.32659080466545937,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.25,0,0.6850884746092469,0.7012238536959986,0.5080678138877432,1.0
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.25,1,0.6285840733275967,0.6440378933084276,0.4025645866400183,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.25,1,0.4115409778296455,0.4288854186620613,0.4576085682634579,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.25,1,0.5068931411621604,0.5279591353043102,0.609851335605922,0.25
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.25,1,0.4999652285838779,0.0,0.5532188046508325,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.25,1,0.6226789414090401,0.0,0.5189112637106942,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.25,1,0.6375840733275966,0.6152809282610784,0.6683787226008875,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.25,1,0.5562371492671865,0.5869353391980363,0.5239665272822746,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.25,1,0.5562371492671865,0.0,0.5988920762145733,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.25,1,0.45749415293522183,0.42789216648616246,0.4236597768178043,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.25,1,0.48748847460924694,0.49065760499105765,0.6106533274841981,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.3,0,0.39026082680570817,0.3594520048047316,0.35444122189207655,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.3,0,0.5121407595974007,0.5201306872777559,0.504505110598844,0.75
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.3,0,0.6896644378016414,0.6615723888120869,0.6361271423377761,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.3,0,0.4116175443569824,0.4537296402884692,0.6303917228436451,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.3,0,0.41102662563593567,0.5110266256359357,0.5512987793389426,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.3,0,0.37258989605692416,0.0,0.5308336589453553,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.3,0,0.29696039578907496,0.2853860936799184,0.49944776549824005,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.3,0,0.29696039578907496,0.30851157672041923,0.5861873473370968,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.3,0,0.1652815518201527,0.14550395778428574,0.3979268020564293,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.3,0,0.6571181242972166,0.0,0.5594781311863064,0.5
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.3,1,0.5902608268057082,0.5781919353619801,0.42990053350883356,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.3,1,0.37581211283224,0.3409209500289731,0.5184450799975545,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.3,1,0.4800644378016415,0.5800644378016415,0.5637448622562138,0.75
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.3,1,0.5404175443569823,0.533067976620295,0.6303199063311454,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.3,1,0.5864847641383677,0.5647614182053097,0.5998671662305641,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.3,1,0.5971317575544921,0.4179922302881445,0.5817451179923724,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.3,1,0.5945603957890749,0.6246013456169579,0.5196993929552958,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.3,1,0.5945603957890749,0.5388739986437604,0.6798819461029691,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.3,1,0.47488155182015274,0.3324170862741069,0.4587246760179976,1.0
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.3,1,0.45951812429721656,0.461488557833767,0.5981276086634764,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.35,0,0.31147607947026534,0.3192991969335266,0.35104495336119984,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.35,0,0.4841829814235953,0.4425976551029741,0.5293255020130357,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.35,0,0.677586876916229,0.614819614272636,0.6329521954327643,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.35,0,0.37542336708630997,0.4299290948305531,0.6186997369829116,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.35,0,0.3278649478929682,0.22950546352507772,0.5299500181677703,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.35,0,0.29818207912900596,0.39818207912900594,0.6008312710133502,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.35,0,0.26715342627205063,0.28646167259507666,0.5671871395706386,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.35,0,0.26715342627205063,0.0,0.6111507273522255,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.35,0,0.14789415293522185,0.10352590705465528,0.4102908929410208,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.35,0,0.6445266246507226,0.7445266246507226,0.4021869947731713,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.35,1,0.5114760794702654,0.5114553982265263,0.4186141023740309,1.0
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.35,1,0.3478543346584346,0.34412532630929804,0.5242517680428701,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.35,1,0.467986876916229,0.489691044430924,0.6190631458313277,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.35,1,0.4999652285838779,0.47348896440486427,0.6376698380319095,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.35,1,0.5120769472104495,0.6120769472104495,0.6255770032879154,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.35,1,0.5139700798115246,0.49930182357160996,0.5921206304458355,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.35,1,0.5562371492671865,0.5643943110653696,0.5535010792645737,0.75
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.35,1,0.5562371492671865,0.6562371492671865,0.6526320409865107,0.75
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.35,1,0.45749415293522183,0.45003241737337474,0.4374971584984231,0.5
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.35,1,0.44692662465072264,0.47304183410548994,0.574484553455184,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.4,0,0.24982714408864728,0.2683856827666001,0.32384824934365636,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.4,0,0.4715971414156919,0.571597141415692,0.42005721968482984,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.4,0,0.6741689188353891,0.5909644693846329,0.6148388313643784,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.4,0,0.3010155501583916,0.40101555015839163,0.5149093326093321,0.75
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.4,0,0.26279107165681576,0.18395375015977103,0.5337430046036529,0.25
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.4,0,0.23995808460192222,0.0,0.4273851657601521,0.5
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.4,0,0.20587640056670609,0.17717897923920378,0.49186321077758727,1.0
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.4,0,0.20587640056670609,0.2195671958260834,0.5538404183415727,0.5
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.4,0,0.11214922127377085,0.21214922127377084,0.3454247852243249,0.75
Benzimidazole,Azole,c1ccc2[nH]cnc2c1,118.14,1.3,25.0,2,40,24,0.4,0,0.6409632215451662,0.6536291094480325,0.5049163024788983,0.75
H2BDC,BDC,O=C(O)c1ccc(cc1)C(=O)O,166.13,1.2,75.0,1,40,24,0.4,1,0.44982714408864727,0.4108406400393868,0.40297882233721294,0.75
Fumaric acid,Aliphatic diacid,O=C(O)/C=C/C(=O)O,116.07,-0.6,75.0,0,40,24,0.4,1,0.3352684946505312,0.3278060121435827,0.4489983271597994,1.0
2-methylimidazole,Azole,Cc1ncc[nH]1,82.1,0.2,29.0,1,40,24,0.4,1,0.4645689188353891,0.4578018016620472,0.5706170681285405,0.5
Trimesic acid,Triacid,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,210.14,1.4,112.0,1,40,24,0.4,1,0.41680355084091036,0.0,0.5412606063914431,0.5
H2BDC-NH2,BDC,Nc1cc(C(=O)O)ccc1C(=O)O,181.15,1.0,101.0,1,40,24,0.4,1,0.4538529526833658,0.0,0.4955901484923039,0.5
H2BDC-F,BDC,O=C(O)c1cc(F)ccc1C(=O)O,184.13,1.4,75.0,1,40,24,0.4,1,0.4488962035753723,0.45408249159222197,0.47951051726716654,0.25
"1,4-NDC",Naphthalene diacid,O=C(O)c1ccc2cccc(C(=O)O)c2c1,216.19,2.0,75.0,2,40,24,0.4,1,0.47745240193174354,0.33421668135222043,0.5277355986384644,0.5
"2,6-NDC",Naphthalene diacid,O=C(O)c1cccc2c1ccc(C(=O)O)c2,216.19,2.0,75.0,2,40,24,0.4,1,0.47745240193174354,0.5774524019317435,0.6013363193826244,1.0
"4,4'-BPDC",Biphenyl diacid,O=C(O)c1ccc(cc1)-c2ccc(cc2)C(=O)O,242.23,2.5,75.0,2,40,24,0.4,1,0.4217492212737709,0.34917364391059336,0.4570022877963368,0.75
